date,AAPL,AMZN,Date,GOOGL,JNJ,META,MSFT,NVDA,TSLA,UNH
2025-06-27,1.4887003546508926e-12,1.2157043780710642e-11,,1.3081380498750266e-11,8.85415604971484e-11,3.975792855288222e-11,1.1746851568166581e-11,8.936499203252965e-13,2.2240997336435105e-11,3.724491913104762e-10
