date,AAPL,AMZN,Date,GOOGL,JNJ,META,MSFT,NVDA,TSLA,UNH
2025-06-27,3003290746880.0,2370642116608.0,,2171406909440.0,366709145600.0,1844588052480.0,3686094077952.0,3847144079360.0,1042399297536.0,280406032384.0
