Date,AAPL,AMZN,GOOGL,JNJ,META,MSFT,NVDA,TSLA,UNH
2015-01-02,0.15650741610690844,0.20056459675319616,0.026829745594195487,-0.04566796664780881,0.049609369148619464,-0.11103919187953437,0.0775607730113953,-0.0767878423460382,0.1585392526167535
2015-01-05,0.1745054312614447,0.21429555010545576,0.04773905305268045,-0.029224386084708343,0.06434406307261487,-0.10228263715856123,0.1033247733578313,-0.03309921678201366,0.17216971797140346
2015-01-06,0.171152242497135,0.255366242187526,0.08000614518671423,-0.023699542531302242,0.07742294704111163,-0.09014811101703257,0.14140458858380223,-0.017233898299090278,0.18132207329447425
2015-01-07,0.16484172263718433,0.2509420617219331,0.08145617538660677,-0.0339216064102823,0.0760850877265824,-0.10132605578314324,0.16691048333032765,-0.004085104129610606,0.17420497606173235
2015-01-08,0.1313964673284116,0.24180609941427988,0.0789266847166501,-0.03457559998953563,0.04819310563340551,-0.12455042316978737,0.14013974636750381,0.001328564976221358,0.13136464905463718
2015-01-09,0.12835593380179056,0.25286612728211244,0.09139541734779755,-0.03575824813064088,0.06559113311981513,-0.11515189292731609,0.1268504296256936,0.014984444919541318,0.14387282762559828
2015-01-12,0.14896002239302808,0.2787978130521762,0.08245076042456034,-0.03262038068024875,0.08492363297950067,-0.10520780399985519,0.13100590893227126,0.025631746443658177,0.15981433618075958
2015-01-13,0.14391374223357856,0.2631156226805862,0.07529168000973607,-0.03354429690230276,0.07870359696692564,-0.08550460284140327,0.1445333333785701,0.01737569438546771,0.13283699593976728
2015-01-14,0.1429081536746839,0.2748473184555751,0.0716682776469515,-0.03434713357308361,0.07608195824040553,-0.07920767936595796,0.1342669216067186,0.07018578934666087,0.16614941541127592
2015-01-15,0.1591055686270484,0.26911026497042156,0.05543740667937902,-0.021828120295491082,0.08698869812945365,-0.08160067722883424,0.12840539064078926,0.07488575499568251,0.13121995213096493
2015-01-16,0.18949468948405235,0.2924601678766203,0.06461074653021859,-0.030532001868188274,0.10003921179446529,-0.06764926943524507,0.1052376866097594,0.061273382264694476,0.11766104494380514
2015-01-20,0.15864115109748678,0.301219782807598,0.0626689206846982,-0.0028461312061365263,0.09239648009713797,-0.07719965952785657,0.10087708491696956,0.08716336303363814,0.12496618397221404
2015-01-21,0.16441994774668434,0.27106022692572074,0.0538477033484801,-0.0075553384941962065,0.09786574313282514,-0.05884180666355299,0.09825746418063697,0.11006018729700306,0.07813393092031351
2015-01-22,0.14686737295556807,0.22851710199920872,0.036834174533397324,-0.02534509653166772,0.059495234293274635,-0.07674251514865116,0.07712093996437897,0.08085883900596302,0.04134363048368428
2015-01-23,0.1464141058459072,0.3540465208444963,0.056863141578214815,-0.0040438498025041625,0.046444140874484674,0.02161015339240624,0.06563149983809036,0.0817189523369728,0.06135646237575543
2015-01-26,0.16338026578244058,0.3480217010141944,0.053329541953833104,-0.009589853287417682,0.055343040653092146,0.02855676454115086,0.07767366696215428,0.11425333608801491,0.043986092170117175
2015-01-27,0.18313995728947274,0.33614620428707287,0.07959536147016655,-0.006335999182752516,0.06265640426013519,0.14891050707749276,0.13181913123130762,0.11238494101971375,0.06997273635594059
2015-01-28,0.11333247724262341,0.34558739492852597,0.09125176806447532,-0.0038232265621331862,0.05399820447826986,0.18193975190803435,0.14060612396168704,0.15351277901303773,0.04973022691909801
2015-01-29,0.055169127657064276,0.3021860896325328,0.06695520640054964,-0.024577647108255718,0.009823386202223006,0.15362976830361008,0.11926412335912617,0.09677105788527962,0.021548219256546375
2015-01-30,0.09982303492884315,0.17627182995436907,0.0250034386183553,0.006875316486295802,0.03977283302267409,0.19311859801229314,0.1734983047899864,0.10451053888149886,0.06670138990216223
2015-02-02,0.08541367543894074,0.14902255240379514,0.03804929673766111,0.0022037133605197212,0.049685089015810036,0.16290187518143817,0.14568617308769405,0.08872050163028522,0.06890346461848118
2015-02-03,0.06245432286898733,0.14716719946554546,0.018098786716020054,-0.022339231997622555,0.028244508959662795,0.1418238183408307,0.09503124740762481,0.06467876756434476,0.05362661365850041
2015-02-04,0.04851413174753594,0.13889740572083964,0.0169248208535846,-0.014867758801105246,0.032137110188653395,0.10794895316174502,0.09572044571175631,0.052932358609948604,0.053664344966686706
2015-02-05,0.04756846154729777,0.1325413019791606,0.022783552941279872,-0.020732329433952756,0.03661784074990404,0.10250836490352455,0.09697697070149514,0.0690984437305211,0.056488127999614335
2015-02-06,0.07469041077664995,0.14732576328548053,0.0278363473905614,0.010628818842573828,0.05282965640882065,0.12568576353038585,0.024702657348902535,0.08485821491727741,0.07574713961884516
2015-02-09,0.05783104079981971,0.15537587578043954,0.0306983001090253,0.019425118918821482,0.04684358576735015,0.11887611214168148,0.0160352346330751,0.09640473853439069,0.07821878314790176
2015-02-10,0.03523289374534366,0.14457612116298346,-0.002650795043774412,0.008171110830670791,0.02974355664907158,0.11280409352677445,-0.001901236803467432,0.12357631317499962,0.05406436898768607
2015-02-11,0.01317649389186526,0.12918023565474623,0.002765717135464474,0.008667604908484172,0.02491251969857977,0.1238770478186142,0.010548095313821948,0.13344909113742354,0.05660677021548466
2015-02-12,0.023667032778453834,0.13637755215068514,0.005825284501472794,0.04083323794788374,0.0652514950681331,0.12989010043779148,-0.0425065207771248,0.1849632555652474,0.0794814574998517
2015-02-13,0.017379456751273725,0.10946386224237736,-0.008509249515673556,0.033522537563964505,0.059956438145551516,0.10329221599745653,-0.04248462817228971,0.19981812776973262,0.08985627881404401
2015-02-17,0.02246220685609046,0.12458165830593959,0.0030412933285552946,0.036213520470589344,0.0675103186051258,0.09681123194253072,-0.04702742796272352,0.19661411548553787,0.09086755860261686
2015-02-18,0.01460171687234757,0.12174797471595644,0.012143761215120286,0.04621177571037016,0.04983871280778285,0.09544018295804824,-0.041595409501007485,0.1895826053089018,0.09701748692024559
