date,AAPL,AMZN,Date,GOOGL,JNJ,META,MSFT,NVDA,TSLA,UNH
2025-06-27,1.38015,0.2524,,0.34789002,0.29447,0.39835,0.3361,1.15463,0.087740004,0.22700001
