Date,AAPL,AMZN,GOOGL,JNJ,META,MSFT,NVDA,TSLA,UNH
2022-06-30,-1.6722544139816364,-0.890084708107282,-0.6916083635244005,1.4868831970360843,-1.0803323653746202,-0.7861924824383241,-1.225394123126758,0.6334471184724136,1.026560202371347
2022-07-01,-1.5972431403760914,-0.7184662830909381,-0.7038632502669689,1.7128539740126305,-1.0922105109321587,-0.7083260963925591,-1.2526415982883454,0.6698416016839326,1.1146193894012564
2022-07-05,-1.5079742256953164,-0.5166223065105938,-0.4579103972079419,1.5577094379545458,-1.0127632569665552,-0.6157338354681987,-1.2337482659338042,0.7455435837693335,0.8305854760134133
2022-07-06,-1.461812915709333,-0.4741018074397239,-0.3867687336405921,1.5756982174723049,-0.9973801337895178,-0.5205942285585231,-1.2266365429210342,0.7281508798682046,1.0653342268379895
2022-07-07,-1.3453895463609562,-0.3716429995673589,-0.1579090678560474,1.598183722286661,-0.9738186299921074,-0.4585851820255256,-1.1954476121762878,0.8952518881910624,1.0440787658657174
2022-07-08,-1.3219697369547003,-0.4121142755788629,-0.1269028987778401,1.5734498548240046,-0.9865729453233644,-0.479537213508926,-1.1963044378937897,0.9763891773275176,1.1433493879560148
2022-07-11,-1.395624392907187,-0.6062737633989131,-0.3267411039875684,1.5813219415901032,-1.0644624977968848,-0.5687315363972205,-1.2256939568910412,0.7621972355929516,1.1041104791846867
2022-07-12,-1.3620220576721247,-0.7358840928215596,-0.4167412525146369,1.3002597055704492,-1.06066526456973,-0.8756681209267361,-1.2286929082765667,0.7455871745059276,1.045012990235194
2022-07-13,-1.374579979965595,-0.6754333805428915,-0.5616883771488466,1.2541635754519065,-1.0585232011246473,-0.9025680945316772,-1.225179886010248,0.7973739648022604,0.737154127545679
2022-07-14,-1.273433030504053,-0.6636508365131981,-0.6152755067404223,1.2811458055628595,-1.1114880371017162,-0.8640593115007815,-1.2162687512499832,0.8139842249337438,0.7649521296110152
2022-07-15,-1.2157294196638553,-0.5140606799740524,-0.5386452356725197,1.5678261307062062,-1.0467426731194107,-0.7893073328075001,-1.1995604656358914,0.8368556275780611,1.403087526724024
2022-07-18,-1.3209520106005446,-0.5033025520493726,-0.6879668113523505,1.1181329394014143,-1.0221100629683026,-0.8592459351302675,-1.1850370221813502,0.8431169691353535,1.1606340240446724
2022-07-19,-1.1875598697857226,-0.2753318608730966,-0.4281818998712001,0.8325702214224254,-0.938865874300169,-0.709741977743701,-1.1468649270602118,0.9081225010205654,1.4895121924206958
2022-07-20,-1.1183155367774842,-0.0417259039958934,-0.4232906237234963,0.7223966949930531,-0.8676944692449278,-0.6321582363481334,-1.111948777848816,0.933820334987435,1.1629710702217315
2022-07-21,-1.03990903543822,0.0535608185933516,-0.3993777644603741,0.7898475744420133,-0.8669156184988865,-0.5593856562396138,-1.1015380651053397,1.2495860576317304,1.2328106541668211
2022-07-22,-1.0826756439192098,-0.0596561172036893,-0.7493801496325844,0.880916592520636,-1.0022481748457457,-0.6862394991581332,-1.1328554726541047,1.2565868493554515,1.2082831800213325
2022-07-25,-1.1213708207548514,-0.1252296917061102,-0.7705762357804093,0.9191387575417164,-1.0277571040328846,-0.729562544592928,-1.1454938258810188,1.206886642126325,1.3965494413910673
2022-07-26,-1.1671927132132085,-0.4495119124259825,-0.9059034891440804,1.0562963924134094,-1.1007783169255525,-0.9257861564002776,-1.166529242987404,1.082006546428632,1.4460692739867305
2022-07-27,-0.9910318590024972,-0.1339385965714204,-0.4689435077406682,1.0023319321915027,-0.9992300908892569,-0.4489575432511089,-1.1126769221814008,1.2901982929365523,1.5166076696422135
2022-07-28,-0.9720223725404906,-0.0668282024868092,-0.4058991879034237,1.1147556996005423,-1.085492512776192,-0.2317792418602015,-1.104365618614421,1.3695091501141512,1.6773135694857484
2022-07-29,-0.7968818758275601,0.5822482515807783,-0.2917680206875749,1.150735136967428,-1.1012652105885623,-0.109173486011805,-1.0966967808998938,1.581483537527269,1.6971654660237527
2022-08-01,-0.8308246810477002,0.6047893143844851,-0.3711163162632758,1.0821572586972668,-1.0931841489958667,-0.1864754687905626,-1.0847868175026425,1.5831360046286655,1.5345940879480076
2022-08-02,-0.8817367839630099,0.5417773664186082,-0.3564424878201661,0.9708548551153228,-1.0906526601777633,-0.2767994842462581,-1.0811453593484848,1.6263135249253933,1.5364655071936977
2022-08-03,-0.6740090472255464,0.8163670027844907,-0.1961153322425864,1.1586015887394212,-1.0068242588189422,-0.0601882442225166,-1.0654224171720927,1.7151470671264846,1.657693372473399
2022-08-04,-0.6848704081096072,0.9726168411295796,-0.1901365960132653,0.8438101563325493,-0.989591327804478,-0.0267768112624134,-1.051627281714855,1.7312788243777273,1.4965225883251834
2022-08-05,-0.6926875358195265,0.8819405772869104,-0.2292676394565553,0.7673658262903951,-1.0232784883496775,-0.0477297287792011,-1.0613095227963096,1.464343484675266,1.5271202929922068
2022-08-08,-0.7090043098956923,0.8107317370835637,-0.2385066702765687,0.6650606299643832,-0.992706730788644,-0.1210658261213407,-1.1125485272097415,1.4937371761630631,1.563091644350424
2022-08-09,-0.7073051173426583,0.7297891850605558,-0.2749205234737272,0.6628103889847157,-1.0094530666647228,-0.0650020636097256,-1.142837711164561,1.4012511681331798,1.5785070890734494
2022-08-10,-0.5604683588327355,0.9787641194583484,-0.1080711101914331,0.7178962130337181,-0.91394130706603,0.1292403775460862,-1.0995245799060531,1.5450456626236149,1.589248441442359
2022-08-11,-0.5859615094155037,0.8737436850494408,-0.1548110371593916,0.3210386047982611,-0.9222168574517674,0.0686454402974583,-1.106165030361916,1.4442547235724486,1.4757327542842786
2022-08-12,-0.4632602313778414,1.022821438111411,-0.0004617835494672,0.1141779711665699,-0.8929111428244106,0.2071085356586235,-1.0733053283384115,1.6190519849599434,1.7289335503460168
2022-08-15,-0.4262116242227342,1.0038660270999291,0.0212778240737491,0.2029911132714198,-0.8891142081218802,0.251279958060703,-1.0594673945572874,1.7402362231367088,1.7508900509087384
2022-08-16,-0.4316496718669149,1.085833386077288,0.0006252594013184,0.3693868542278391,-0.90293933128221,0.2297590931433643,-1.0660221665330183,1.7042764530243777,1.7854578378326895
2022-08-17,-0.3799855881035754,0.9485389587436812,-0.1162235151914932,0.370508218054938,-0.9479204246942604,0.2079103958731318,-1.0893281042790868,1.6707955826086005,1.7592980702340144
2022-08-18,-0.3935812334427513,0.9587846831911828,-0.0825272693712994,0.2794410783076795,-0.9497703817939992,0.1752786722928822,-1.070563289644744,1.6560985378202424,1.7644355616394427
2022-08-19,-0.4829738118739016,0.7502806339555618,-0.2433983635551058,0.5650000396239335,-1.0150026394393152,0.0612107341538797,-1.110149366101321,1.5751786052333816,1.8368461191673011
2022-08-22,-0.6172315989413542,0.49362160164681,-0.4048125620834704,0.4982291161304297,-1.0628073280148125,-0.177143765167136,-1.145065515312717,1.4870843141542591,1.749254786948814
2022-08-23,-0.6287881079711434,0.5141130505418148,-0.4254647096250687,0.3329866706343744,-1.0816954288113492,-0.2143137517514866,-1.1387677787773829,1.5723959636918818,1.5444056717075514
2022-08-24,-0.6185924264242116,0.5233347497336355,-0.4347033233142479,0.2707331340825251,-1.0607625835974068,-0.2327583087519489,-1.1370111653537744,1.5807880761863529,1.5598240869373166
2022-08-25,-0.5336175381394606,0.7016128565559219,-0.2738330633921081,0.4461636489222502,-1.0070191953989212,-0.1459296950048007,-1.1074074092400126,1.5673955687844747,1.679179047717959
2022-08-26,-0.7514909646949801,0.3670849113885466,-0.6167705036458774,0.12246892582788,-1.0751722179730487,-0.4512488255878146,-1.1782251329328637,1.4632996955305144,1.391413435239008
2022-08-29,-0.8276273153145821,0.3179043396623974,-0.6667707252045264,-0.021272260491005,-1.1005835296078856,-0.5324041675631426,-1.1978895716085949,1.4206440698061624,1.4035561241621315
2022-08-30,-0.9115807936441024,0.2636012965618318,-0.692857670369221,-0.0857835513479947,-1.1201531621227867,-0.5965308338891513,-1.2121559387065597,1.327766740369227,1.2416857856768355
2022-08-31,-0.9690239212654236,0.1631917117488352,-0.73198871381251,-0.2091504773109108,-1.063975753396187,-0.6390936626785897,-1.2281788373957734,1.30050322268523,1.159701284928568
2022-09-01,-0.9438717668964576,0.2169827422215603,-0.6493792893844529,0.2435687058288093,-1.0403167813087877,-0.6694553687234032,-1.2777469068657288,1.3207225569533705,1.268782748151724
2022-09-02,-1.016949149937617,0.2011017520731315,-0.7520977570095502,-0.0506963213812286,-1.089387065031024,-0.7926051490709248,-1.2901711048084918,1.2300625827934235,1.090091172629082
2022-09-06,-1.0604561622346858,0.1293805083926081,-0.8086202362729127,-0.0008961218036654,-1.1067174643354778,-0.8723392934947937,-1.297968296578499,1.2849805414795512,1.121158959987582
2022-09-07,-1.0118510460497885,0.3020233495139687,-0.6651405779091807,0.0998331545040326,-1.0887053840503471,-0.7350041186342571,-1.2871261227208897,1.4060342064909932,1.2145895658286308
2022-09-08,-1.062834716071699,0.3194419409432578,-0.7232932044678899,0.2492281182426138,-1.072446091099591,-0.7228016668395523,-1.275298237179964,1.4785620265833834,1.3507665062733063
2022-09-09,-0.9639252911488696,0.4961832281833527,-0.5999225893011981,0.2854479820246896,-1.0034166002271203,-0.5542519787999889,-1.2582849623629562,1.6144863031517234,1.315154586230531
2022-09-12,-0.7579488436082163,0.6590923574850508,-0.5885094725796123,0.2775251803116362,-1.0052662588022343,-0.4921100272590615,-1.253228049890893,1.6763178720883831,1.4770613134233814
2022-09-13,-1.0839080715931668,0.1657533382853778,-0.9439466553749188,-0.21028123279485,-1.1593900447048906,-0.9080925126946152,-1.312110442155126,1.5159999008507343,1.0719369206925242
