,Date,AAPL,AMZN,GOOGL,JNJ,META,MSFT,NVDA,TSLA,UNH
0,2015-01-02,24.28858184814453,15.425999641418455,26.319652557373047,78.01261138916016,78.08199310302734,39.99869918823242,0.483065515756607,14.620667457580566,86.19259643554688
1,2015-01-05,23.60433006286621,15.10949993133545,25.818159103393555,77.46774291992188,76.82791137695312,39.630882263183594,0.4749065041542053,14.005999565124512,84.77287292480469
2,2015-01-06,23.606550216674805,14.76449966430664,25.18098258972168,77.08710479736328,75.79279327392578,39.0491943359375,0.4605081379413605,14.085332870483398,84.6018295288086
3,2015-01-07,23.937564849853516,14.92099952697754,25.1069278717041,78.78886413574219,75.79279327392578,39.54533386230469,0.4593082368373871,14.063332557678224,85.46562957763672
4,2015-01-08,24.857311248779297,15.02299976348877,25.19440269470215,79.40837860107422,77.81327056884766,40.70869064331055,0.4765863716602325,14.041333198547363,89.5451889038086
5,2015-01-09,24.88396644592285,14.846500396728516,24.88674545288086,78.32610321044922,77.37533569335938,40.36652755737305,0.4785060584545135,13.77733325958252,88.70706939697266
6,2015-01-12,24.27080535888672,14.570500373840332,24.7048397064209,78.05741119384766,76.36011505126953,39.86184310913086,0.4725066721439361,13.480667114257812,87.7063980102539
7,2015-01-13,24.486303329467773,14.737000465393066,24.94042205810547,78.19175720214844,76.09138488769531,39.65654754638672,0.4717867970466614,13.616666793823242,88.15113067626953
8,2015-01-14,24.393003463745117,14.66349983215332,25.14569091796875,77.6244888305664,75.92217254638672,39.31436538696289,0.4737065434455871,12.845999717712402,88.37348937988281
9,2015-01-15,23.730958938598633,14.34749984741211,25.050264358520508,76.4974365234375,73.70265197753906,38.903785705566406,0.4703471064567566,12.791333198547363,89.33992767333984
10,2015-01-16,23.546567916870117,14.536999702453612,25.37084197998047,77.65435028076172,74.82733154296875,39.55390167236328,0.4789860248565674,12.871333122253418,90.46033477783205
11,2015-01-20,24.153064727783203,14.472000122070312,25.34499740600586,75.60176849365234,75.88236999511719,39.68220138549805,0.4804258942604065,12.795332908630373,90.33203125
12,2015-01-21,24.33745384216309,14.862500190734863,25.86438369750977,76.05707550048828,76.38001251220703,39.28015899658203,0.4871449768543243,13.104666709899902,93.49646759033205
13,2015-01-22,24.970611572265625,15.515999794006348,26.70484161376953,77.44535064697266,77.28575134277344,40.31520462036133,0.4955441951751709,13.441332817077637,97.37079620361328
14,2015-01-23,25.099456787109375,15.619500160217283,26.935955047607425,76.281005859375,77.46490478515625,40.35797119140625,0.4969841539859772,13.419333457946776,95.78854370117188
15,2015-01-26,25.126121520996097,15.482999801635742,26.676015853881836,76.3257827758789,77.13646697998047,40.212554931640625,0.4948242604732513,13.770000457763672,95.45501708984376
16,2015-01-27,24.246374130249023,15.337499618530272,25.904144287109375,76.19889068603516,75.42451477050781,36.49153137207031,0.4710668921470642,13.732000350952148,94.08660888671876
17,2015-01-28,25.617090225219727,15.195500373840332,25.468753814697266,75.74357604980469,75.88236999511719,35.234107971191406,0.4633877277374267,13.291333198547363,92.7609634399414
18,2015-01-29,26.414640426635746,15.58899974822998,25.50851821899414,76.41532135009766,77.63410949707031,35.9355354309082,0.4746663868427276,13.68000030517578,93.55632781982422
19,2015-01-30,26.02808380126953,17.726499557495117,26.717266082763672,74.74345397949219,75.55390930175781,34.5583381652832,0.4607479870319366,13.57333278656006,90.87086486816406
20,2015-02-02,26.354652404785156,18.223499298095703,26.45136260986328,75.25843048095703,74.63822937011719,35.31108856201172,0.4708269536495209,14.062666893005373,91.76029205322266
21,2015-02-03,26.359100341796875,18.177499771118164,26.50603485107422,76.47505187988281,75.04631042480469,35.58482360839844,0.4825856387615204,14.557332992553713,92.2050323486328
22,2015-02-04,26.561264038085938,18.237499237060547,26.148181915283203,75.65403747558594,75.27522277832031,35.79011154174805,0.4837854504585266,14.56999969482422,92.2991180419922
23,2015-02-05,26.750843048095703,18.694499969482425,26.333568572998047,76.47505187988281,75.25532531738281,36.311912536621094,0.491704523563385,14.732666969299316,93.06884002685548
24,2015-02-06,26.525575637817383,18.714000701904297,26.53486061096191,75.4599609375,74.12066650390625,36.277706146240234,0.4895447194576263,14.490667343139648,92.02545166015624
25,2015-02-09,26.7017765045166,18.527999877929688,26.30623435974121,74.47473907470703,74.09081268310547,36.234920501708984,0.4890648424625397,14.498666763305664,91.07611846923828
26,2015-02-10,27.214757919311523,18.649999618530273,26.846988677978516,74.9001693725586,74.83728790283203,36.440216064453125,0.5027433037757874,14.419333457946776,93.19712829589844
27,2015-02-11,27.852636337280273,18.756999969482425,26.739633560180664,74.92256164550781,76.1511001586914,36.252044677734375,0.4993836581707001,14.186667442321776,93.9497528076172
28,2015-02-12,28.205032348632812,18.85849952697754,27.13774871826172,73.4745864868164,75.8724136352539,36.859375,0.535139799118042,13.525333404541016,93.9412078857422
29,2015-02-13,28.343311309814453,19.09149932861328,27.39371109008789,74.35530853271484,75.38470458984375,37.52658462524414,0.5353796482086182,13.584667205810549,93.59911346435548
30,2015-02-17,28.510587692260746,18.771499633789062,27.088043212890625,74.96735382080078,75.245361328125,37.54380416870117,0.537059485912323,13.623332977294922,93.8727798461914
31,2015-02-18,28.709087371826172,18.668500900268555,26.970746994018555,74.60908508300781,76.35015106201172,37.500728607177734,0.5308200120925903,13.630666732788086,93.88134765625
32,2015-02-19,28.64887046813965,18.950000762939453,27.15961456298828,75.16141510009766,79.04744720458984,37.47488784790039,0.5322601199150085,14.11400032043457,94.1037139892578
33,2015-02-20,28.883058547973633,19.183000564575195,26.92849922180176,75.35684204101562,79.52519989013672,37.785030364990234,0.5360995531082153,14.473999977111816,96.31881713867188
34,2015-02-23,29.66367530822754,19.006999969482425,26.59052848815918,75.29669189453125,78.47016143798828,38.034873962402344,0.5317798852920532,13.822667121887209,99.55168914794922
35,2015-02-24,29.478561401367188,18.929500579833984,26.77194023132324,75.6875228881836,78.08199310302734,37.98316955566406,0.5374411344528198,13.607333183288574,98.72207641601562
36,2015-02-25,28.724706649780273,19.26849937438965,27.203353881835938,76.07085418701172,79.1867904663086,37.897029876708984,0.5333459377288818,13.583999633789062,97.54182434082033
37,2015-02-26,29.088245391845703,19.239999771118164,27.797788619995117,77.26592254638672,80.0328140258789,37.95732498168945,0.5347911715507507,13.812666893005373,97.2082748413086
38,2015-02-27,28.651111602783203,19.007999420166016,27.963790893554688,77.0479736328125,78.59956359863281,37.77641296386719,0.5314186215400696,13.555999755859377,97.1826171875
39,2015-03-02,28.791608810424805,19.28300094604492,28.57959747314453,77.58161163330078,79.37589263916016,37.802268981933594,0.544427216053009,13.155332565307615,97.8411636352539
40,2015-03-03,28.851835250854492,19.230499267578125,28.7669734954834,76.920166015625,79.22660064697266,37.28535842895508,0.5343095064163208,13.303999900817873,96.52408599853516
41,2015-03-04,28.668941497802734,19.13599967956543,28.744112014770508,76.40155792236328,80.5205078125,37.095829010009766,0.5403319001197815,13.496000289916992,97.34513092041016
42,2015-03-05,28.193883895874023,19.39150047302246,28.898189544677734,77.05548095703125,80.82904815673828,37.13890838623047,0.5506903529167175,13.375332832336426,98.1747055053711
43,2015-03-06,28.23626136779785,19.004499435424805,28.474231719970703,75.24407196044922,79.63468933105469,36.49279022216797,0.5432226657867432,12.925333023071287,96.54120635986328
44,2015-03-09,28.3566951751709,18.92799949645996,28.533872604370117,75.65747833251953,79.06735229492188,36.91492462158203,0.5446681976318359,12.725333213806152,98.26878356933594
