Price,Close,High,Low,Open,Volume
Ticker,GMED,GMED,GMED,GMED,GMED
Date,,,,,
2023-04-19,58.2400016784668,58.5,57.369998931884766,57.540000915527344,722300
2023-04-20,58.040000915527344,58.220001220703125,57.619998931884766,57.83000183105469,851900
2023-04-21,57.91999816894531,58.279998779296875,57.540000915527344,58.279998779296875,1207100
2023-04-24,58.09000015258789,58.41999816894531,57.72999954223633,58.150001525878906,882100
2023-04-25,57.650001525878906,58.119998931884766,57.560001373291016,57.7400016784668,893800
2023-04-26,57.65999984741211,57.88999938964844,57.18000030517578,57.52000045776367,712900
2023-04-27,57.529998779296875,57.869998931884766,56.77000045776367,57.70000076293945,2570200
2023-04-28,58.13999938964844,58.38999938964844,57.029998779296875,57.439998626708984,2701100
2023-05-01,58.08000183105469,58.790000915527344,57.88999938964844,58.2599983215332,1631800
2023-05-02,56.47999954223633,57.9900016784668,56.38999938964844,57.90999984741211,1551300
2023-05-03,56.810001373291016,57.58000183105469,56.20000076293945,56.439998626708984,1312400
2023-05-04,56.59000015258789,57.43000030517578,56.099998474121094,56.84000015258789,2664600
2023-05-05,58.45000076293945,58.619998931884766,57.04999923706055,58.18000030517578,3929200
2023-05-08,58.16999816894531,58.58000183105469,57.5099983215332,58.349998474121094,1008100
2023-05-09,56.650001525878906,57.81999969482422,56.540000915527344,57.75,1144100
2023-05-10,57.36000061035156,57.599998474121094,56.560001373291016,56.959999084472656,1347000
2023-05-11,57.45000076293945,57.77000045776367,56.97999954223633,57.220001220703125,1624900
2023-05-12,56.83000183105469,57.720001220703125,56.369998931884766,57.560001373291016,1158600
2023-05-15,56.65999984741211,57.220001220703125,56.27000045776367,56.84000015258789,1888200
2023-05-16,56.459999084472656,57.20000076293945,55.63999938964844,56.5099983215332,1643300
2023-05-17,56.84000015258789,57.31999969482422,55.66999816894531,56.54999923706055,1795400
2023-05-18,56.72999954223633,57.029998779296875,56.40999984741211,56.77000045776367,836500
2023-05-19,56.15999984741211,57.61000061035156,55.97999954223633,57.13999938964844,1163900
2023-05-22,56.86000061035156,57.02000045776367,55.86000061035156,56.02000045776367,1120200
2023-05-23,54.709999084472656,56.779998779296875,54.58000183105469,56.779998779296875,1127400
2023-05-24,53.380001068115234,54.40999984741211,53.29999923706055,54.380001068115234,1380800
2023-05-25,53.06999969482422,53.349998474121094,52.380001068115234,53.220001220703125,818600
2023-05-26,52.93000030517578,53.540000915527344,52.65999984741211,53.08000183105469,1236500
2023-05-30,52.61000061035156,53.33000183105469,52.27000045776367,52.95000076293945,972800
2023-05-31,54.130001068115234,54.540000915527344,51.790000915527344,52.150001525878906,1580100
2023-06-01,55.0099983215332,55.41999816894531,54.04999923706055,54.4900016784668,1083700
2023-06-02,55.779998779296875,55.97999954223633,55.16999816894531,55.529998779296875,658900
2023-06-05,55.459999084472656,55.779998779296875,55.02000045776367,55.630001068115234,849600
2023-06-06,56.189998626708984,56.209999084472656,55.25,55.41999816894531,586800
2023-06-07,56.08000183105469,56.349998474121094,55.560001373291016,56.189998626708984,701500
2023-06-08,55.90999984741211,56.0099983215332,55.439998626708984,56.0099983215332,485300
2023-06-09,55.72999954223633,56.189998626708984,55.59000015258789,55.849998474121094,762000
2023-06-12,56.869998931884766,56.95000076293945,55.849998474121094,56.08000183105469,759900
2023-06-13,56.34000015258789,57.459999084472656,56.31999969482422,56.900001525878906,666000
2023-06-14,56.45000076293945,58.029998779296875,56.31999969482422,57.54999923706055,755100
2023-06-15,58.72999954223633,58.84000015258789,56.13999938964844,56.189998626708984,1128200
2023-06-16,58.630001068115234,59.29999923706055,58.43000030517578,59.06999969482422,1167200
2023-06-20,57.470001220703125,58.31999969482422,57.400001525878906,58.040000915527344,897200
2023-06-21,57.7400016784668,57.77000045776367,56.84000015258789,57.119998931884766,770900
2023-06-22,58.529998779296875,58.54999923706055,57.40999984741211,57.75,785500
2023-06-23,58.43000030517578,58.790000915527344,57.9900016784668,58.2400016784668,1189000
2023-06-26,57.79999923706055,58.41999816894531,57.43000030517578,58.34000015258789,539700
2023-06-27,58.31999969482422,58.43000030517578,57.279998779296875,57.900001525878906,877600
2023-06-28,58.4900016784668,58.4900016784668,57.959999084472656,58.459999084472656,582700
2023-06-29,58.86000061035156,59.08000183105469,58.04999923706055,58.209999084472656,408700
2023-06-30,59.540000915527344,59.9900016784668,58.810001373291016,59.27000045776367,900800
2023-07-03,58.130001068115234,59.41999816894531,57.61000061035156,59.099998474121094,409900
2023-07-05,57.54999923706055,57.970001220703125,57.380001068115234,57.810001373291016,499000
2023-07-06,56.720001220703125,57.22999954223633,55.959999084472656,57.09000015258789,713900
2023-07-07,58.06999969482422,58.09000015258789,56.099998474121094,56.439998626708984,1106200
2023-07-10,59.7400016784668,60.36000061035156,57.779998779296875,58.04999923706055,877800
2023-07-11,60.459999084472656,60.54999923706055,59.779998779296875,59.779998779296875,716100
