Price,Close,High,Low,Open,Volume
Ticker,AVY,AVY,AVY,AVY,AVY
Date,,,,,
2023-04-19,173.96815490722656,174.52868960791267,172.3928741113677,173.0887092745198,439700
2023-04-20,172.01596069335938,174.33540135306436,171.56173456261516,173.7748666651961,436000
2023-04-21,172.11260986328125,172.72146935475848,171.00121419299757,172.57650983138072,470100
2023-04-24,173.1080322265625,173.19502268437597,171.64871900147963,172.58616321290575,461600
2023-04-25,165.09625244140625,171.26211842173862,164.35209264286632,171.26211842173862,1083800
2023-04-26,159.57789611816406,164.87397563465166,156.46597124236058,161.394800386349,1673000
2023-04-27,163.77224731445312,163.83989016465645,158.4181837384077,158.6308008332914,810900
2023-04-28,168.62374877929688,168.7687230269632,164.28446058671213,164.28446058671213,747900
2023-05-01,168.81704711914062,170.41167549670084,168.0922200602435,168.0922200602435,583000
2023-05-02,167.54136657714844,167.802308458958,164.36179822661958,167.18378993119654,589000
2023-05-03,165.0479278564453,168.23716939237275,164.46806039658864,168.1888446462777,656000
2023-05-04,162.5062255859375,164.7096987314208,162.26461655904993,164.7096987314208,743300
2023-05-05,166.30433654785156,167.01950461661554,163.67562900714333,164.11052233076992,514300
2023-05-08,166.07237243652344,167.32874228976542,164.00419981533219,167.32874228976542,313900
2023-05-09,164.4197998046875,165.1156350669546,163.51134739302506,165.1156350669546,448900
2023-05-10,166.71987915039062,166.88417151074557,164.3231218542653,165.79210879231036,554100
2023-05-11,166.52659606933594,167.62833259402436,164.71936534596702,165.81144281879332,763400
2023-05-12,167.33843994140625,168.0922590779046,165.18329111509166,167.34811374228937,460000
2023-05-15,167.4736785888672,168.15019554836098,166.0820232138478,167.44468669021944,321500
2023-05-16,162.5448760986328,166.24632781424953,161.58809913277614,166.24632781424953,664600
2023-05-17,164.53575134277344,164.73870941885664,161.67509390579377,163.0860971459208,453500
2023-05-18,165.27989196777344,165.71478522665095,163.19238662918937,164.28446404872187,457600
2023-05-19,165.06729125976562,166.89385492579402,164.506756543915,166.75855445966764,389400
2023-05-22,165.0382843017578,165.66646182004868,162.95077894624302,164.80633434670833,681700
2023-05-23,163.917236328125,165.43453341848664,163.35670159037596,164.0042120426088,535800
2023-05-24,159.24932861328125,162.99910514672894,158.8724191496255,162.99910514672894,676700
2023-05-25,159.04638671875,160.37039937909907,158.4568601424917,158.76611200808225,562800
2023-05-26,157.50010681152344,160.97928298860393,157.22950585848895,159.9548482416637,575200
2023-05-30,157.5870361328125,159.00769809129793,157.1038181808553,158.29253021361032,610800
2023-05-31,155.72181701660156,156.98784565142904,154.62008071067282,156.40797822867026,2481400
2023-06-01,153.89527893066406,156.51431231732687,153.59567137378505,156.10841095378427,806100
2023-06-02,160.747314453125,160.91160681661373,155.71217600355314,155.87646836704187,507700
2023-06-05,160.4477081298828,162.02298877510464,159.4812721342147,161.2015270267725,526400
2023-06-06,162.69114685058594,163.0990383383973,159.95242780806487,159.95242780806487,480000
2023-06-07,166.94485473632812,167.33333334418973,162.13754495848607,162.53572997444036,508800
2023-06-08,161.45773315429688,166.62438772832766,158.86469945875382,165.88628574978364,693100
2023-06-09,157.8352508544922,161.82677780682613,157.64101895893415,161.54512896216482,669600
2023-06-12,160.9624481201172,162.0015970076063,157.6701675433193,158.4568164251908,393300
2023-06-13,163.40008544921875,165.0219448459837,161.31206651072932,161.31206651072932,428300
2023-06-14,162.2735137939453,165.47839201811252,161.67139045678482,164.45865601693058,346900
2023-06-15,164.19644165039062,164.30325659436588,161.65195497513142,161.70051665262957,330400
2023-06-16,166.15818786621094,166.9933982586271,163.6040098348336,164.90537968705772,922200
2023-06-20,163.19613647460938,166.00282984314288,162.42891523390017,164.71118095699185,382100
2023-06-21,164.8956756591797,165.31328830841449,161.72965281857552,162.70082710551534,480300
2023-06-22,163.06988525390625,164.67231697030832,161.64225780375418,164.67231697030832,449700
2023-06-23,163.01161193847656,163.51661190408083,160.63222305188452,161.16637187987342,931900
2023-06-26,164.31298828125,164.76944140469215,162.50660342350608,162.94362891092354,455300
2023-06-27,165.48809814453125,166.25533415568083,162.86593044520566,164.84713435594523,323000
2023-06-28,160.7001953125,165.10931963966956,160.05921678693343,165.10931963966956,614300
2023-06-29,163.14759826660156,163.61375784494277,159.10750907045573,159.4862665064103,413200
2023-06-30,166.84776306152344,167.20709284353643,162.58430808484553,163.81768888973426,424800
2023-07-03,168.4793243408203,168.5958753412606,166.6535266152965,166.6535266152965,259000
2023-07-05,163.76913452148438,165.95427679749517,163.11844948867895,165.78917893713657,612000
2023-07-06,164.77914428710938,164.94424214242548,162.05985324067146,162.5357339899549,453500
2023-07-07,166.7020721435547,167.9743229967882,164.57521275356675,164.78885747828303,578900
2023-07-10,168.27537536621094,169.42135392886067,164.45865265555585,164.51692074261345,507400
2023-07-11,171.82986450195312,171.93669426939948,168.5764394368938,169.188283997627,596400
2023-07-12,172.7913360595703,175.72428670319965,172.3931510253173,173.57798490059326,710800
2023-07-13,174.54916381835938,175.23870413526234,172.61653632337283,173.42261282157696,518700
2023-07-14,173.2769317626953,175.05418266315218,171.75219568612707,174.79196143024672,318700
2023-07-17,171.68418884277344,173.72366076797167,171.15976124943467,172.228044071108,496400
2023-07-18,172.22804260253906,172.9758509445944,170.90724499401298,171.15003856308806,596200
2023-07-19,172.30572509765625,172.92727599402377,171.36368493643548,172.12119962829144,490700
2023-07-20,171.93670654296875,172.64567451342378,170.40226405584997,172.38345328025625,441500
2023-07-21,173.2283477783203,173.6653880498799,169.7418357462129,171.99496713943842,483800
2023-07-24,172.49026489257812,174.1412582088958,171.65505441694305,173.19921796943726,587800
2023-07-25,169.62530517578125,170.54791778818785,161.8170555796883,162.87564681898323,1851700
2023-07-26,175.4134979248047,176.13217224408623,168.27537568671983,168.4210459046413,1288800
2023-07-27,178.19107055664062,180.52189795299054,176.20988134774092,177.32672595380058,1025800
2023-07-28,179.27879333496094,181.98836328735874,178.21049560809746,180.6772719697485,893600
2023-07-31,178.70578002929688,182.85269849578384,177.73460571613936,179.83234578910617,595800
2023-08-01,179.9391632080078,180.89090982028438,176.15158957419283,177.54036163361067,646200
2023-08-02,179.81292724609375,181.8621057432342,178.1522273852268,178.77377838431968,652900
2023-08-03,179.82264709472656,183.38685519863682,178.26876219943924,180.0071725931732,679100
2023-08-04,179.68667602539062,182.765296827634,179.55071221396153,180.51216530230155,425800
2023-08-07,181.49307250976562,182.70704048231286,179.4730280251736,181.52220655559114,586000
2023-08-08,179.25938415527344,180.6967182111801,178.03570966673826,179.4439096742712,359600
2023-08-09,178.3270263671875,180.8715131977252,178.2590518696966,179.49244742249053,333100
