Price,Close,High,Low,Open,Volume
Ticker,DASH,DASH,DASH,DASH,DASH
Date,,,,,
2023-04-19,61.72999954223633,62.415000915527344,60.619998931884766,61.41999816894531,3050000
2023-04-20,59.560001373291016,60.970001220703125,59.5099983215332,60.54999923706055,2320100
2023-04-21,61.290000915527344,61.290000915527344,58.540000915527344,59.66999816894531,2608000
2023-04-24,59.880001068115234,62.119998931884766,59.279998779296875,61.63999938964844,1958000
2023-04-25,56.81999969482422,59.319000244140625,56.59000015258789,58.97999954223633,3544100
2023-04-26,57.5,58.470001220703125,56.959999084472656,57.720001220703125,4947200
2023-04-27,58.41999816894531,59.27000045776367,57.86000061035156,58.439998626708984,1801900
2023-04-28,61.189998626708984,61.25,57.38999938964844,58.060001373291016,3234500
2023-05-01,62.20000076293945,62.875,60.45000076293945,60.93000030517578,4179100
2023-05-02,61.619998931884766,64.2300033569336,60.91999816894531,63.5,4656500
2023-05-03,62.36000061035156,63.880001068115234,61.279998779296875,61.720001220703125,2989900
2023-05-04,62.83000183105469,63.66999816894531,62.27000045776367,62.619998931884766,5980800
2023-05-05,62.900001525878906,65.30999755859375,60.36000061035156,65.0,9165400
2023-05-08,66.7699966430664,67.2699966430664,62.900001525878906,62.900001525878906,6387200
2023-05-09,67.30000305175781,69.27999877929688,65.87000274658203,66.45999908447266,6874500
2023-05-10,68.76000213623047,69.33999633789062,66.44000244140625,68.23999786376953,5811900
2023-05-11,67.22000122070312,68.95999908447266,67.08999633789062,68.94000244140625,3140500
2023-05-12,65.87000274658203,67.6449966430664,65.23999786376953,67.25,2741300
2023-05-15,66.19999694824219,67.06999969482422,65.55999755859375,66.2699966430664,2411000
2023-05-16,64.18000030517578,65.80999755859375,63.72999954223633,65.55000305175781,3531200
2023-05-17,65.22000122070312,65.7300033569336,63.72999954223633,64.0,2251600
2023-05-18,66.97000122070312,67.49500274658203,64.7300033569336,65.0,3054400
2023-05-19,66.9800033569336,67.07499694824219,65.80999755859375,67.05999755859375,2031600
2023-05-22,65.62999725341797,67.87999725341797,63.630001068115234,66.55999755859375,6574300
2023-05-23,66.02999877929688,67.30000305175781,64.6500015258789,64.77999877929688,2734800
2023-05-24,66.0,67.30999755859375,65.30000305175781,65.36000061035156,2897400
2023-05-25,66.5,67.41999816894531,65.76000213623047,66.9800033569336,2764700
2023-05-26,67.44000244140625,68.43000030517578,66.5,66.68000030517578,2286200
2023-05-30,64.94000244140625,68.33999633789062,64.68000030517578,68.33999633789062,3414600
2023-05-31,65.29000091552734,65.4000015258789,62.83000183105469,64.01000213623047,4714800
2023-06-01,67.56999969482422,69.08999633789062,64.58999633789062,64.83000183105469,4190200
2023-06-02,67.87999725341797,69.95999908447266,67.4800033569336,69.0,2814600
2023-06-05,69.3499984741211,69.85399627685547,67.0,67.66000366210938,2985500
2023-06-06,71.19000244140625,71.76000213623047,67.94999694824219,68.76000213623047,3649900
2023-06-07,70.1500015258789,71.41999816894531,68.70999908447266,71.41999816894531,4064100
2023-06-08,69.97000122070312,71.38999938964844,69.0,69.16999816894531,2520900
2023-06-09,71.77999877929688,72.44000244140625,69.68000030517578,70.2300033569336,4902600
2023-06-12,72.37000274658203,72.72000122070312,70.65799713134766,72.0,2864500
2023-06-13,73.16000366210938,73.5999984741211,71.13999938964844,73.37999725341797,2284000
2023-06-14,71.5,72.0199966430664,70.38999938964844,72.0199966430664,3149900
2023-06-15,71.76000213623047,73.08000183105469,70.69000244140625,71.13999938964844,2721800
2023-06-16,73.26000213623047,73.55999755859375,71.76000213623047,72.37000274658203,3658000
2023-06-20,73.0,73.33499908447266,71.66999816894531,72.11000061035156,2840400
2023-06-21,72.91000366210938,73.81500244140625,71.8499984741211,72.9800033569336,2820100
2023-06-22,72.7699966430664,73.87000274658203,72.25,72.79000091552734,2564200
2023-06-23,72.63999938964844,73.26000213623047,71.22000122070312,72.05000305175781,6262500
2023-06-26,73.58000183105469,75.1500015258789,72.04000091552734,72.08999633789062,2983900
2023-06-27,74.76000213623047,74.87000274658203,73.12999725341797,74.47000122070312,2625300
2023-06-28,76.48999786376953,77.23500061035156,74.80000305175781,74.87000274658203,3118800
2023-06-29,75.44999694824219,76.63999938964844,74.98999786376953,76.38999938964844,1817900
2023-06-30,76.41999816894531,77.80000305175781,76.22000122070312,76.66999816894531,2645100
2023-07-03,78.70999908447266,78.76000213623047,76.73999786376953,76.73999786376953,1750100
2023-07-05,79.06999969482422,79.18000030517578,77.6500015258789,78.41999816894531,1922600
2023-07-06,76.98999786376953,78.52999877929688,75.06500244140625,77.66999816894531,3734900
2023-07-07,77.94999694824219,78.73999786376953,77.04000091552734,77.36000061035156,2402500
2023-07-10,77.61000061035156,78.44000244140625,76.83000183105469,78.01000213623047,2194900
2023-07-11,79.8499984741211,80.0199966430664,77.38999938964844,77.61000061035156,1999300
2023-07-12,80.58999633789062,81.3499984741211,79.44000244140625,81.19000244140625,2463500
2023-07-13,83.29000091552734,84.11499786376953,81.55000305175781,81.69999694824219,2584800
2023-07-14,83.95999908447266,84.06999969482422,81.69000244140625,83.5,2904300
2023-07-17,85.33999633789062,85.70999908447266,82.91000366210938,83.69000244140625,3033200
2023-07-18,85.06999969482422,86.25,84.30999755859375,85.33999633789062,2961900
2023-07-19,85.0999984741211,86.06999969482422,83.9800033569336,85.0,2495900
2023-07-20,83.63999938964844,85.0270004272461,83.41000366210938,83.8499984741211,2942100
2023-07-21,84.5,85.31999969482422,84.23999786376953,84.75,1639600
2023-07-24,84.30999755859375,85.69000244140625,83.66000366210938,85.29000091552734,1698000
2023-07-25,85.4000015258789,86.41999816894531,84.6500015258789,85.44000244140625,4062000
2023-07-26,86.11000061035156,87.0999984741211,84.72000122070312,85.23999786376953,1954300
2023-07-27,86.04000091552734,87.95500183105469,85.44999694824219,87.08999633789062,3292000
2023-07-28,89.6500015258789,90.86000061035156,87.56999969482422,87.6500015258789,4688400
2023-07-31,90.79000091552734,92.61000061035156,89.83999633789062,90.11000061035156,3102600
2023-08-01,86.58999633789062,90.0,85.94000244140625,89.5,4756000
2023-08-02,85.9800033569336,86.80999755859375,83.80500030517578,84.37999725341797,5971000
2023-08-03,85.45999908447266,89.7300033569336,84.33000183105469,86.29000091552734,9056300
2023-08-04,83.5999984741211,87.23999786376953,83.06999969482422,85.94999694824219,5583200
2023-08-07,84.36000061035156,84.68000030517578,80.86000061035156,83.05999755859375,4560100
2023-08-08,84.62999725341797,84.7300033569336,82.54000091552734,83.62000274658203,2113000
2023-08-09,82.37999725341797,84.29000091552734,81.37999725341797,84.20999908447266,2946500
2023-08-10,82.38999938964844,83.08000183105469,81.25,83.0199966430664,2934900
2023-08-11,79.19000244140625,81.41000366210938,78.56999969482422,81.41000366210938,4053400
2023-08-14,79.88999938964844,80.05999755859375,78.02999877929688,78.5,2567400
