Price,Close,High,Low,Open,Volume
Ticker,KMB,KMB,KMB,KMB,KMB
Date,,,,,
2023-04-19,128.70469665527344,129.63464392645278,128.5187100390114,129.63464392645278,946600
2023-04-20,129.3928680419922,129.67185507274232,128.67680464070312,129.09529228176325,1564500
2023-04-21,131.65264892578125,131.86653283625378,129.81134301516374,129.81134301516374,2005800
2023-04-24,132.45237731933594,132.51748043665228,131.3829436794788,131.57823884155925,1939700
2023-04-25,134.53546142578125,137.51128966551138,133.6520144125616,134.71215366639885,4344000
2023-04-26,133.5497283935547,135.49331478783466,133.02896019124708,133.3451388583811,2559300
2023-04-27,136.12567138671875,136.16286303000464,133.77290618005625,133.84728946662807,1636400
2023-04-28,134.74005126953125,136.78593230236768,133.72641221183466,136.30236996779053,2165700
2023-05-01,135.6328125,136.19077233777168,134.6842623289585,134.95394078873446,1606600
2023-05-02,135.6607208251953,136.09779720478912,134.69356765720767,135.57701478132725,1398500
2023-05-03,135.3817138671875,136.7208400935819,135.11202123527494,135.77228998490787,1674500
2023-05-04,134.29368591308594,135.91178504819666,133.90310977047753,135.21432460999543,2222000
2023-05-05,135.00973510742188,135.63281225276137,133.7450204681639,134.04259620979255,1636600
2023-05-08,134.6005859375,135.23294333089314,134.2100097492506,134.8330727774011,1421800
2023-05-09,133.83799743652344,135.46540501360644,133.5962162762807,135.0376372539564,1372300
2023-05-10,133.36373901367188,134.1541856651287,132.57327817234608,133.7264178748977,1678800
2023-05-11,133.61480712890625,134.09838364695258,132.86155216590936,133.80080792114052,1618300
2023-05-12,134.516845703125,134.57265445000868,133.28932287915708,133.80079663492162,1094400
2023-05-15,133.7729034423828,135.11201542128603,133.326518592881,134.85163135401035,1720600
2023-05-16,134.52618408203125,134.7865681990842,133.10336580318113,133.96821000842056,1617100
2023-05-17,134.70286560058594,134.91674949613278,133.4474311300352,134.66565976404883,1403700
2023-05-18,133.7263946533203,134.15416236926947,132.48956331830814,134.1448680067024,1273900
2023-05-19,134.87025451660156,135.10274133941718,133.40093609362256,133.97751306331656,1745600
2023-05-22,130.8435821533203,134.6563717558091,130.66688989610145,134.2378983091627,1751800
2023-05-23,128.86280822753906,130.62040811225717,128.63961576016194,130.44371584931739,1825100
2023-05-24,128.00721740722656,129.25335735194298,127.90492265482149,129.2440487990816,1081900
2023-05-25,127.43998718261719,127.91426944457375,126.8262326745868,127.29120638089941,1268000
2023-05-26,126.75181579589844,127.60736558189836,126.04504678886472,127.21678943110726,1257600
2023-05-30,124.21305084228516,125.54286848996828,123.78526889870345,125.31038169646835,1941100
2023-05-31,124.87330627441406,125.57076665985645,123.48767986698277,124.68731967626968,5126100
2023-06-01,124.54781341552734,125.55215802762818,124.01775092545222,125.50567202260915,1546500
2023-06-02,126.55650329589844,126.59370912794724,124.12934068487051,124.34323874448287,1869500
2023-06-05,127.04938507080078,128.81629330849557,126.09154056626032,126.09154056626032,1568500
2023-06-06,126.11943054199219,127.52365984895326,125.44986744500082,127.26327577677525,1520600
2023-06-07,125.54287719726562,125.95205625258386,123.98057264772554,124.6966218046637,1893200
2023-06-08,126.3871841430664,126.55604375746843,125.51469985702123,125.66480683537148,1419100
2023-06-09,126.18081665039062,126.41535348431327,125.58977924810799,125.76802953228797,1033200
2023-06-12,126.3309097290039,126.57482285598958,125.36461922499622,126.57482285598958,1762100
2023-06-13,126.14330291748047,126.39659240309292,125.37401519526878,125.85246520530751,1362300
2023-06-14,126.762451171875,127.14709497794793,125.93689133041495,126.2933775493444,1335100
2023-06-15,127.88824462890625,128.22596390876186,126.60297311560358,127.53174408018107,1493100
2023-06-16,129.16409301757812,129.3423432668584,128.4886402379211,128.93894686268894,2594500
2023-06-20,127.95389556884766,129.97090631549702,127.92575229814949,129.41740290511288,1585100
2023-06-21,129.6050262451172,129.89586389338612,127.81317602378687,128.03832218375013,1359800
2023-06-22,128.98587036132812,130.5900941400133,128.8545303191259,130.35555732786707,1288300
2023-06-23,128.498046875,130.23362524172234,128.29165330766028,129.4643375243665,3228900
2023-06-26,127.95389556884766,129.03275911891774,126.55605109254807,128.4698793899643,1674000
2023-06-27,129.71763610839844,129.76454633817937,127.66309115292816,127.94453821662134,1292600
2023-06-28,128.48867797851562,129.2298081476983,127.10020947891731,129.22043182682035,1254600
2023-06-29,128.67628479003906,129.19226865876018,127.44731413953424,128.0571041475737,1232500
2023-06-30,129.52059936523438,129.79267006799807,128.6762726162915,129.04214944949877,1593700
2023-07-03,128.9764862060547,129.39864962612597,127.70060531128901,128.37607250939976,1012100
2023-07-05,129.1265869140625,129.4455535434564,128.29163643418372,129.07030036946253,1847300
2023-07-06,129.34234619140625,129.36111314306785,127.89760584323894,128.5073957798377,1672800
2023-07-07,126.98761749267578,128.61999892740351,126.70617044324112,128.57308869999915,1610100
2023-07-10,126.8187484741211,128.40421974316746,126.4997818193404,127.46607241852391,1717200
2023-07-11,126.84691619873047,127.1189726460179,125.79618137698124,126.97825626207496,1305500
2023-07-12,126.3309097290039,126.89378947935333,125.9181226564199,126.75307312051365,1800900
2023-07-13,126.44349670410156,126.81874991221741,125.70236660782543,126.81874991221741,1097300
2023-07-14,126.77185821533203,127.03453833275134,125.89937372069498,126.51855441818027,1317300
2023-07-17,126.21835327148438,126.99701738294482,125.81495673391741,126.74372787493523,1059100
